WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D0837193,Protective casing with integral bumper for an electronic communications device,20160915,20190101,Greg Ettenson;Dave Joseph;Scott H. Wilson,"Scott Wilson Design, Ltd.",1403,D144114;6068119;6094785;6317313;6415138;6525928;6536589;6646864;6659274;6995976;7158376;7180735;7230823;7312984;7337565;D580900;7449650;D589486;D589505;D600908;7609512;7612997;7663879;D612827;7688580;D613718;D615536;D616360;D616361;D617784;D617785;D622250;7782610;D624046;D626528;7889489;7889498;D634741;7907394;D636386;7933122;D637992;7957524;D653202;D655281;D659094;8204561;D669458;D669892;8286789;8312991;D671745;D671932;8328008;D674789;D675161;D675204;D675205;8342325;D675604;8367235;D677231;D678262;8393466;8395894;D679695;D683136;D683338;8442604;8457701;D685327;D685785;D687004;8483758;8505718;8509864;8526180;8531834;D690688;8548541;8564950;8567599;8570737;D697060;D698775;D698776;D705206;D706255;D706754;D714279;D714769;D718756;D718757;D718758;D754651;D756344;D757704;D762202;2006/0049070;2011/0159324;2011/0287726;2011/0297578;2012/0043236;2013/0043777;2013/0092576;2013/0181584;2013/0271922;2013/0273944,"The ornamental design for a protective casing with integral bumper for an electronic communications device, as shown and described."
D0837194,Mobile communication device cover,20161019,20190101,Jason Roberts;Wilhelm Marschall;Benjamin Thorpe,TECH 21 LICENSING LIMITED,1403,D357918;D591740;D607427;D671745;D678332;D678906;D682241;D685739;D692826;D704626;D704685;D710814;D712388;D719945;D724065;9059505;D747708;D756345;D757704;2006/0171104;2014/0049476;2014/0110275;2015/0017905;2015/0116933;2015/0195938;2016/0058143,"The ornamental design for a mobile communications device cover, as shown and described."
D0837195,Lighted mirror cell phone case,20161107,20190101,Erik A. Kaiser,,1403,D622958;D681620;D712890;D713834;D743704;D749329;D765630;D772214;2015/0205183,"The ornamental design for a lighted mirror cell phone case, as shown and described."
D0837196,Case for electronic communications device,20170905,20190101,Seungjoo Kim,"SPIGEN KOREA CO., LTD.",1403,D528110;D575799;D611465;D631462;D631463;D634741;D637589;D638414;D643029;7989085;D658164;D673539;D673547;D679685;D679696;D679697;D679698;D681022;D681613;D682259;D683723;D684959;D685738;D685776;D697904;D699714;D704688;D709870;D714277;D715787;D715789;D717286;D717774;D717778;D718292;D718757;D718759;D720340;D721065;D724572;D725089;D727886;D728542;D728543;D728544;D731481;D733693;D739391;D746275;D747301;D748614;D749068;D749555;D761781;D764476;D765628;D767554;D770431;D783602;D801959;2016/0101902;2016/0204817,"The ornamental design for a case for electronic communications device, as shown and described."
D0837197,Case for electronic device,20170913,20190101,Dae-Young Kim,"SPIGEN KOREA CO., LTD.",1403,D663263;D679271;D681615;D689852;D695735;D698773;D700583;D706254;D721069;D723019;D724572;D727304;D729781;D733693;D765633;D776104;D780167;9628133;D791755;D796497;D800713;D807338,"The ornamental design for a case for electronic devices, as shown and described."
D0837198,Frame member for a mounting unit for audiovisual devices,20161104,20190101,Mike Entwistle,Urben Technologies Limited,1403,D387078;D426564;D488648;D489828;D538318;D542820;D560685;D603827;D609727;D610178;D641389;D655021;D676576;D684203;D684204;D710025;D710921;D717289;D720607;D722043;D725638;D730880;D733788;D744473;D753642;D754991;D755994;D759012;D769234;D769346;D770436;D770437;D770438;D788094;D788762;D789999;D798339;D805569;D816070;D816140;D816656;2008/0088941,"The ornamental design for a frame member for a mounting unit for audiovisual devices, as shown and described."
D0837199,Joint member for a mounting unit for audiovisual devices,20161104,20190101,Mike Entwistle,Urben Technologies Limited,1403,D387078;D426564;D488648;D489828;D538318;D542820;D560685;D603827;D609727;D610178;D641389;D655021;D684203;D684204;D710025;D710921;D717289;D722043;D725638;D730880;D731298;D733788;D734136;D744473;D753642;D754991;D755994;D759012;D769234;D769346;D770436;D770437;D770438;D788094;D788762;D789999;D798339;D805569;D816070;D816140;D816656;2008/0088941,"The ornamental design for a joint member for a mounting unit for audiovisual devices, as shown and described."
D0837200,Mounting unit for audiovisual devices,20161104,20190101,Mike Entwistle,URBEN TECHNOLOGIES LIMITED,1403,D387078;D426564;D488648;D538318;D542820;D560685;D603827;D609727;D610178;D641389;D684203;D684204;D710025;D710921;D717289;D722043;D725638;D730880;D733788;D744473;D753642;D754991;D759012;D769234;D769346;D770436;D770437;D770438;D788094;D788762;D789999;D798339;D805569;D816070;D816140;D816656;2008/0088941,"The ornamental design for a mounting unit for audiovisual devices, as shown and described."
D0837225,Full motion display mount,20160408,20190101,Scott Russell;Erik Nicholas Olson,Milestone AV Technologies LLC,1403,D493800;D517085;7178775;D538632;D539126;D631875;D635130;8235341;8456808;8490934;D703641;8746639;8746642;9052057;9109742;9433293;2010/0309615,"The ornamental design for a full motion display mount, as shown and described."
D0837226,Recording medium,20171026,20190101,Chang Shian Wei,Toshiba Memory Corporation,1403,D569375;D642585;D669899;D688651;D691139;D703679;D759003;D771058;D771637;D773477;D786263;D797113;D798307;D798878;D827649,"The ornamental design for a recording medium, as shown and described."
D0872036,Winch controller,20181030,20200107,Steven D. Wilcox;Michael A. Hritz,Polaris Industries Inc.,1403,D661663;D667380;D732484;D784934;D819294;2016/0046468;2018/0170726,"The ornamental design for a winch controller, as shown and described."
D0872039,Set top box,20180329,20200107,Julie Biron Maletz;Michael Jou;Neil Epstein;Fraser Stirling,"Comcast Cable Communications, LLC",1403,D274189;D613727;D620900;D627318;D654445;D658610;D685752;D702259;D710336;D715751;D721665;D728577;D729216;D730351;D751925;D766984;D790539;D800081,"The ornamental design for a set top box, as shown and described."
D0872040,Super thin two-screen display,20171103,20200107,Chih-Wei Wu,"YUNDING TECH CO., LTD.",1403,D626103;D727995;D762213;D788747,"The ornamental design for a super thin two-screen display, as shown and described."
D0872041,Electronic device,20171009,20200107,Jae-Hun Seo,"SAMSUNG ELECTRONICS CO., LTD.",1403,D654453;D688642;8554285;D698770;D701191;D707650;D747711;D780711;D784279;D789903;D794595;D801297;D801959;D803806;D810727;9891821;D812585;D815056;D816055;D816649;D817912;D819019;D820831;D820833;D821348;D831017;D831603;D832835;D833407;D837175;D837177;D840962;D840963;10203433;10225941;D856294;2014/0284096;2016/0041716;2016/0224075;2017/0125897;2017/0133746;2017/0289324;2018/0098448;2018/0198897;2018/0241857;2018/0259388;2018/0272657;2018/0324287,"The ornamental design for an electronic device, as shown and described."
D0872042,Electronic device,20171009,20200107,Jae-Hun Seo;Hyok-Su Choi;Hyoung-Shin Park;Yun-Jin Kim,"SAMSUNG ELECTRONICS CO., LTD.",1403,D654453;D654463;8554285;D698770;D701191;D707650;D714768;D728505;D747711;D780711;D783567;D788089;D793982;D794595;D795213;D801297;D801322;D801959;D803806;9891821;D813186;D817912;D819019;D820831;D820833;D827603;D828820;D831017;D831603;D831605;D832835;D833407;D837174;D837175;D837177;D839848;D843338;D843964;D849707;D849709;D850402;D851076;D857643;2016/0041716;2016/0224075;2017/0125897;2017/0133746;2017/0289324;2018/0098448;2018/0198897;2018/0241857;2018/0259388;2019/0037293;2019/0158641,"The ornamental design for an electronic device, as shown and described."
D0872043,Electronic device,20171009,20200107,Jae-Hun Seo;Hyok-Su Choi;Hyoung-Shin Park;Yun-Jin Kim,"SAMSUNG ELECTRONICS CO., LTD.",1403,D654453;8554285;D698770;D701191;D707650;D720731;D728505;D767522;D783567;D791730;D794595;D795213;D801297;D801959;9891821;D813186;D817912;D819019;D820800;D820831;D827603;D828820;D831017;D831602;D831603;D831605;D833407;D837174;D837177;D839848;D843964;D849707;D849709;D853980;D856958;D856959;D857643;D859345;2014/0284096;2016/0041716;2016/0224075;2017/0125897;2017/0133746;2017/0289324;2018/0098448;2018/0198897;2018/0259388;2019/0037293;2019/0158641,"The ornamental design for an electronic device, as shown and described."
D0872044,Mobile phone,20171107,20200107,Jiyoung Lee;Kwangmoon Kim;Kukhwan Kim;Hae Sung Park;Dahyun Lee;Miri Lee;Jin-Hoo Lee;Youngsang Jang;Woohyeok Jeong,"SAMSUNG ELECTRONICS CO., LTD.",1403,D595712;D701191;D701192;D706738;D726673;D743366;D776075;D782456;D782457;D783557;D783567;D783586;D786848;D786849;D786850;D788089;D791112;D794595;D798853;D800681;D801297;D803822;D813186;D815056;9948343;D817912;D818462;D820800;D828820;D831602;D831605;D831629;D836094;D839848;D843964;D845287;D847776;D848993;D850402;D856958;D856959;D860150;2016/0041716;2018/0183912;2018/0242242;2018/0247582;2018/0249584;2018/0259388;2018/0293420;2018/0295222;2018/0307273;2018/0341290;2019/0012544;2019/0037293;2019/0158641,"The ornamental design for a mobile phone, as shown and described."
D0872045,Mobile phone,20171222,20200107,Youngjun Cho;Sanghoon Song;Junyoung Lee;Munhee Jang;Youn-Gun Jung;Yoonyoung Choi,"SAMSUNG ELECTRONICS CO., LTD.",1403,D568285;D609680;D616852;D622246;8437811;D693785;D695704;D701191;D714768;8976523;D728505;D752036;D775600;D782457;D783567;D790535;D794594;D796469;D797071;D800716;D801297;D801959;D803209;D806705;D810726;D817912;D819591;D824874;D828820;D831605;D832805;D832835;D833407;D834552;D834553;D837175;D839230;D839231;D839848;D843964;D849709;D850401;D850402;D851076;D852177;D852769;D853980;10356500;2014/0284096;2016/0224075;2017/0289324;2018/0070465;2018/0098448;2018/0176348;2018/0177082;2018/0183151;2018/0183910;2018/0198897;2018/0247582;2018/0324287;2019/0072997;2019/0148816;2019/0158641;2019/0196248,"The ornamental design for a mobile phone, as shown and described."
D0872052,Speaker for automobile,20180227,20200107,Meiji Kitamura;Chie Wakasa,PIONEER CORPORATION,1403,2538621;D188542;3055991;D197716;D225069;3711659;D250586;4320263;4336425;D270909;D289041;D320020;5133428;D360886;5548657;5604815;D393641;5739480;D400884;D402988;6088466;6095278;D432118;6516076;D480709;6675930;D488802;D504416;D521982;D529899;D560658;7720248;8422714;D705193;8942407;D723010;D804454;D810050;10085079;D840375;2002/0150271;2006/0188123;2013/0287246,"The ornamental design for the speaker for automobile, as shown and described."
D0872056,Controller for digital audio player,20180924,20200107,Hiroki Akaishi,PIONEER DJ CORPORATION,1403,D771594;D778263;D806058;D807329;D813842;D846528,"I claim the ornamental design for a controller for digital audio player, as shown and described."
D0872057,Digital audio player with communication and mixing function,20180924,20200107,Yoshihiro Koh,PIONEER DJ CORPORATION,1403,D715771;D765058;D765620;D771020;D810051;D813842;D828334;D831614;D831615,"I claim the ornamental design for a digital audio player with communication and mixing function, as shown and described."
D0872058,Remote-controller,20180301,20200107,Liudong Lai,,1403,D372245;D450662;D515557;D533165;D548727;D550212;D550213;D551659;D552600;D565555;D567804;D580916;D584718;D585052;D594850;D607846;D622703;D633478;D656488;D661688;D661690;D670659;D856308,"I claim the ornamental design for a remote-controller, as shown and described."
D0872066,Mounting apparatus,20161230,20200107,Matthew Thomas Robert Bailey;Kenneth James Horemans;Tamara Rita Drake;Michael Howatt Mabey,"QuirkLogic, Inc.",1403,7537189;8154885;9125502;D832828;D853366,"The ornamental design for a mounting apparatus, as shown and described."
D0872067,Articulating display mount,20180711,20200107,Chance Knapp,"CKnapp Sales, Inc.",1403,D798848;D807373;D847823;D849013,"The ornamental design for an “articulating display mount”, substantially as shown and described."
D0872068,Cover for wireless communications transceiver,20180315,20200107,Jiyun Lim;Jihee Kwak;Jeonghan Song,"SAMSUNG ELECTRONICS CO., LTD.",1403,D169960;D187488;D193930;D297601;D312983;D433390;D437314;D468047;D570033;D618382;D640360;D652661;D657481;D664702;D669440;D774003;D856318;D862433,"The ornamental design for a cover for wireless communications transceiver, as shown and described."
D0872069,Handheld computing device,20170525,20200107,Mika Sipola;Jyrki Kiviniemi;Joni Alapudas;Elias Enqvist,AAVA MOBILE OY,1403,D632648;D655281;D670689;D685363;8483758;8509864;D715786;D717286;D756916;D780116;2006/0105824;2008/0123287;2009/0247244;2011/0049005;2012/0088555,"The ornamental design for a handheld computing device, as shown and described."
D0872070,Device case,20170712,20200107,Timothy John Fenton;Gary Allen Ashley,"Pioneer Square Brands, Inc.",1403,D698775;D714295;8820525;D716312;D749594;D750610;D763857;D783588;D789936;9748999;D808395;2013/0214661;2013/0313142,"The ornamental design for a device case, as shown and described."
D0872071,Case for electronic devices,20171213,20200107,Ye Ri Han,"SPIGEN KOREA CO., LTD.",1403,D22896;D37620;D42323;D58505;D77067;D88425;D88466;D89810;D90007;D92123;D110780;D119930;D137057;D192166;D203024;D211288;D440398;D448576;D558718;D563925;D567784;D567786;D567787;D577355;D598909;D609231;D612353;D612616;D612842;D613281;D621811;D627339;D630440;D632289;D633486;D652008;D652533;D656322;D670682;D670685;8613992;D713831;D724353;D725592;9199432;D747304;D749552;2012/0275130,"The ornamental design for a case for electronic devices, as shown and described."
D0837227,Display screen with graphical user interface for a mobile device,20160912,20190101,Alan Paulin;Peter Westen;Shawn Welch;Daniel Federman;Michael Gershunovsky;Ayokunle Omojola,"Square, Inc.",1404,5220501;5283829;5715298;5832460;5870724;5884288;5963647;6032133;6039250;6865558;7003493;7107243;7194437;D604740;7644037;7657477;7930248;8131643;8510220;8630947;8630948;D721722;D729821;D740839;D757055;D757056;D759723;D760736;D764495;9483763;D776131;9881296;9886689;D815663;D819062;2001/0034682;2002/0023055;2002/0035488;2002/0087469;2002/0116331;2002/0128967;2003/0004867;2003/0024979;2004/0019605;2004/0064407;2004/0111367;2004/0148252;2006/0080232;2006/0206425;2006/0224508;2007/0179872;2007/0244811;2007/0255653;2008/0015982;2008/0097905;2008/0249936;2008/0288376;2009/0089193;2010/0023450;2010/0042538;2010/0062796;2010/0114606;2010/0138312;2010/0280871;2011/0004551;2011/0082789;2011/0106677;2011/0208600;2011/0213707;2012/0136781;2012/0166334;2013/0066771;2013/0085936;2013/0198061;2014/0025564;2014/0052633;2014/0114852;2014/0136405;2014/0214649;2014/0337235;2015/0046320;2015/0088732;2018/0075444;2018/0114211,"The ornamental design for a display screen with graphical user interface for a mobile device, as shown and described."
D0837228,Display screen or portion thereof with graphical user interface,20160919,20190101,Imran Chaudhri;Alan C. Dye;Christopher Foss;Jonathan P. Ive;Tiffany Jon;Woo-Ram Lee;Stephen O. Lemay,Apple Inc.,1404,D418123;D635988;7921369;D638442;D652426;D660315;D682882;D684987;D688693;D703224;D704223;D705252;D717830;D727335;D740304;D745895;D751576;D755225;D760745;D767595;D774098;D774548;D774549;D774552;D775210;D775211;D775212;D775213;D775671;D777761;D781881;D803263;D808400;D808415;D809552;D812641;D818037;2005/0156873,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837229,Computing device display screen with graphical user interface for providing geographic-based service information,20160926,20190101,Didier Patrick Hilhorst;Bryant Jow;Peter Ng,"Uber Technologies, Inc.",1404,7877705;D696264;D738910;D754151;D754714;D755192;D756382;D760773;D765100;D766959;D769930;D772255;D773534;D775636;D777768;D778311;D779552;D781311;D782497;D788157;D807899;D812636;D815656;2013/0246301;2013/0300686;2015/0309689,"The ornamental design of a computing device display screen with graphical user interface for providing geographic-based service information, as shown and described."
D0837230,Display screen or portion thereof with graphical user interface,20161027,20190101,Alexander Johnston;Jonathan Lochhead,Apple Inc.,1404,D398299;5880733;D450059;6342902;D459361;6897880;6993726;D526653;7107549;D558221;D566126;D571819;D573601;D599806;D600249;D603415;D609715;D610160;D611053;D613300;D615989;D622730;D627361;D637198;D637606;D638432;D638842;8032841;D655300;D655303;D657368;D658195;D660864;D661313;D661702;D664969;D665400;D667020;D672363;D674809;D677685;D677686;8418075;D682303;D685817;D686237;D689064;D689507;D690712;D691627;D692443;D692444;8549430;D693362;D695780;D696278;D696279;D696686;D697520;D697936;D698360;D701227;D705797;D706805;D707694;D707704;D708210;D709517;D711412;D714337;D719188;D721719;D730926;D730927;D731530;D733720;D733747;D734772;D736239;D736245;D736804;D738394;D740310;D741340;D743983;D745017;D745550;D746305;D746316;D746323;D746845;D749090;D749622;D750099;D753687;D754678;D755800;D755805;D755817;D757043;D757066;D760750;D762655;D764524;D766286;D768660;D769264;D769892;D772278;D773495;D774073;D775147;D776139;D779544;D792432;D793412;D794042;D794043;D794044;D794655;D794656;D794657;D796530;D796539;D797765;D797769;D800748;D801355;D801376;2003/0086719;2008/0066016;2008/0120571;2012/0036459;2012/0047463;2012/0054778;2015/0095260,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837231,Display panel or screen with animated graphical user interface,20161102,20190101,"Jonathan Lewis Nook;William Knight Nook, Sr.;James Richard Stanfield;Derek Michael Underhill",THE NOCO COMPANY,1404,D418121;D576172;D637197;D712416;D713850;D758445;D769254;D772891;D774043;D775174;D779544;D796520;2013/0190717,"The ornamental design for a display panel or screen with animated graphical user interface, as shown and described."
D0837232,Display screen or a portion thereof with graphical user interface,20170117,20190101,Robertus Christianus Elisabeth Mariet;Brian Douglas Cullinane;Manuel Christian Clement,Waymo LLC,1404,654415;D342474;D394092;5823666;D410606;6038496;D424488;D425499;D440924;6349616;6373472;D472858;D485518;6703999;D500766;6937165;6961644;D514041;D514485;D523441;D525573;7091839;7119290;D534465;D536288;7236089;D549721;D549722;7262375;D561193;D564952;D564953;D568336;D569773;7382236;D586353;D591305;D593107;D599375;D601570;D603417;D603867;D606091;D606914;7663533;D611952;7703570;D615096;7915546;7982630;8040253;D650798;D654415;D659158;D667432;D667842;8384532;D677271;D681660;D681669;D683363;D683366;8446265;D683756;D684190;D690737;D691635;D693368;8676431;D702717;D702725;D704736;D708217;D709090;D709092;D709093;D711910;8818608;D729273;D729274;D729820;D729826;D730364;D731542;D732075;D733722;D734343;D736254;D736820;D739423;D739432;D739859;D741904;D743988;D745020;D746836;D753723;D753724;D754189;D755841;D763876;D769935;D771681;9501058;9883740;2002/0162416;2003/0074158;2003/0231208;2004/0046713;2007/0179712;2009/0151506;2010/0127847;2010/0131186;2010/0168998;2011/0205044;2012/0274662;2014/0142799,"The ornamental design for a display screen or a portion thereof with graphical user interface, as shown and described."
D0837233,Display screen with graphical user interface,20170228,20190101,Kotaro Iwabuchi,"THE YOKOHAMA RUBBER CO., LTD.",1404,D443623;D538296;D540811;D541292;D677275;D677675;D714318;D726214;D753682;D754183;D755215;D755216;D759723;D760751;D762672;D770506;D783031;D788789;D788810;D789976;D797127;D800742;D805101;D806716;D806717;D807379;D819676;2013/0035941;2013/0139100,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837234,Display screen or portion thereof with transitional graphical user interface,20170525,20190101,Andrew Elder;Guan Da Wang;Jiawei Marvin Sum;Kevin Ng,PALANTIR TECHNOLOGIES INC.,1404,D393457;D395291;D397332;5809449;D415138;D428397;D429252;6169984;D442186;6256033;D454574;D462698;D473240;D521521;D534542;D543987;7305709;D572265;D572723;D576175;7505989;D597553;D599814;D599819;D640710;D650802;D656948;D656954;D664563;D665411;D665412;8238666;D667841;D673969;D677674;D677681;D681656;D683758;D684161;8473988;D685812;D687447;D687457;D688690;D690311;D693829;D693830;D693831;D694259;D694770;D694774;D695752;D696265;D697074;D704204;D704211;D705240;D705350;D711394;8812960;D714811;D714812;D715811;D716333;D716335;D719578;D719583;D720366;D721380;D725125;9043894;D731523;D734361;D735732;D740839;D741360;D741880;D746832;D746859;D749126;D749127;D749631;D751105;D751110;D751601;D757028;D765135;D776132;D797129;D801370;D805535;D806113;D807378;D814484;D814494;D814508;D817998;D820297;D822681;2002/0147728;2003/0090474;2003/0179223;2003/0208763;2005/0118996;2006/0112335;2007/0271530;2008/0148179;2008/0180394;2008/0189629;2008/0270884;2009/0013002;2009/0063980;2009/0073118;2010/0017733;2010/0026640;2010/0042939;2010/0231529;2011/0060666;2011/0102421;2011/0249073;2011/0271186;2011/0283234;2012/0030622;2012/0084467;2012/0102435;2012/0242667;2013/0007202;2013/0019172;2013/0055244;2013/0117687;2013/0185676;2013/0198671;2013/0212507;2013/0290887;2013/0305184;2014/0013254;2014/0226052;2014/0351761;2015/0012885;2015/0067598;2015/0089372;2015/0095822;2015/0128042;2015/0143279;2015/0170077;2015/0227961,"The ornamental design for a display screen or portion thereof with transitional graphical user interface, as shown and described."
D0837235,Display screen with graphical user interface,20160711,20190101,Wayne Meng,PMD Healthcare,1404,D425521;6167362;D441761;D525264;7714398;D669093;D687058;D687059;D689886;D689888;D690309;D701235;D717328;D719183;D723581;D743983;D773478;D776694;D779531;2003/0188757;2007/0048180;2012/0029376;2014/0188400;2014/0206970;2014/0316296;2017/0000397,"The ornamental design of a display screen with graphical user interface, as shown and described."
D0837236,Display screen or portion thereof with graphical user interface,20160818,20190101,Eunji Choi,"Samsung Electronics Co., Ltd.",1404,D444794;D472902;D475064;D563423;D588151;D599373;D615549;D624928;D676868;D701232;D704208;D714816;D717314;D719183;D727344;D730938;D737326;D739864;D740322;D741356;D741891;D741896;D746829;D747743;D748119;D748135;D748148;D749632;D751090;D763875;D766276;D766978;D767593;D773522;D776701;D776704;D779529;D784403;D787549;D789417;D792444;D803848;D809002;D812632;D812636;D815663;D816692;2017/0285930;2018/0174103,"I claim the ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837237,Display screen or portion thereof with graphical user interface,20161028,20190101,Keith Edmond Fraser;Brian J. Kolowitz,General Electric Company,1404,D589524;D734773;D738905;D772249;D772250;D801381;D803239;2014/0343628;2017/0083220,"The ornamental design for a display screen or portion thereof with graphical user interface, substantially as shown and described."
D0837238,Display screen with graphical user interface,20161121,20190101,Jason A. Spector,"Teletracking Technologies, Inc.",1404,D726736;D752604;D768677;D769899;D770478;D773516;D775644;D777733;D777757;D792446;D799535;D815135;D816695;2013/0281207;2014/0052615;2014/0325360;2016/0139752,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837239,Digital camera display panel with transitional graphical user interface,20170105,20190101,Nanae Sakuma,FUJIFILM Corporation,1404,D401230;D415134;D552114;D599358;D599361;D650789;D730369;D731543;D732572;D744528;D760271;D765099;D766923;D769297;D770506;D816097;D823886;2007/0067740;2009/0031235;2010/0058228;2010/0091110;2010/0194763;2012/0151344;2014/0282208;2014/0293070;2016/0080205,"The ornamental design for a digital camera display panel with transitional graphical user interface, as shown and described."
D0837240,Display screen with graphical user interface,20170302,20190101,Wouter Van Tricht,The Procter & Gamble Company,1404,D405776;D454140;D480401;D577364;D611950;D665407;D682298;D683755;D687842;D694778;D699262;D701233;D715315;D715820;D718779;D719186;D720765;D732062;D733175;D736808;D739864;D746849;D754176;D754690;D757032;D758386;D760738;D763884;D769288;D770515;D771690;D777744;D783658;D785640;D795893;D803250;D810116;9892118;D822034;D822692;10033831;2015/0169505;2016/0267440;2016/0342290;2017/0123390;2017/0134878,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837241,Display screen or portion thereof with interactive graphical user interface,20170320,20190101,Edsel Vincent Dilag;Sirisha Naga Lakshmi Yenigalla,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;D807910;D816708;D816709;D817346;D819681;D820296;D822691;D822701;D823887;2006/0161858;2017/0201850;2018/0188903,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837242,Display screen or portion thereof with interactive graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;D816708;D816709;D817346;D819646;D820881;2017/0201850,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837243,Display screen or portion thereof with interactive graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;D812627;D815142;D816708;D816709;D817346;D819646;D819687;D820277;D820867;D820881;2011/0252446;2016/0132203;2017/0199631;2017/0201850,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837244,Display screen or portion thereof with interactive graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748120;D748121;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;9892446;D812627;D815142;D819646;D819687;D820277;D820867;D820881;2011/0252446;2016/0132203;2017/0199631;2017/0201850,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837245,Display screen or portion thereof with graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;9892446;D812627;D815142;D819646;D819687;D820277;D820867;D820881;2011/0252446;2016/0132203;2017/0199631;2017/0201850,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
